_id,keyword,good_url,image_url,price,describe,shop,shop_url
ObjectId(5d5bcec4169344ce32384b56),手机,detail.tmall.com/item.htm?id=538241695528&skuId=4357610334444&user_id=1776456424&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,3728.00,"[""Apple/苹果 iPhone 7 Plus""]","[""\n中国移动官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1776456424&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b57),iPhone,detail.tmall.com/item.htm?id=600066122061&skuId=4188443632062&user_id=713805254&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,4788.00,"[""\n【到手价低至4788元起】Apple/苹果 "","" XR 移动联通电信全网通版 苹果xr "",""xr 苹果xr手机 "","" xr\n""]","[""\n中国移动手机官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=713805254&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b58),iPad,detail.tmall.com/item.htm?id=597936332617&skuId=4339299199622&user_id=2923048015&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,1999.00,"[""\n【新品首发 】华为平板M6 2019新款8.4英寸二合一手机智能安卓游戏全网通话超薄正品"",""官方旗舰店\n""]","[""\nclife旗舰店\n""]",store.taobao.com/search.htm?user_number_id=2923048015&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b59),电脑,detail.tmall.com/item.htm?id=590664723766&skuId=4047434493334&user_id=2838892713&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,9999.00,"[""\n【官方正品】Huawei/华为 MateBook X Pro 2019款 13.9英寸3K全面屏笔记本英特尔酷睿i7 8GB+512GB独显\n""]","[""\n华为官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=2838892713&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b5a),手机,detail.tmall.com/item.htm?id=591836449314&skuId=4069153808067&user_id=901409638&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,4799.00,"[""OPPO Reno 10倍变焦版""]","[""\nOPPO官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=901409638&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b5b),iPhone,detail.tmall.com/item.htm?id=578047667015&skuId=3987792790678&user_id=2136152958&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,7798.00,"[""\n【天猫超市】新品Apple/苹果 "","" XS Max 双卡双待4G手机 苹果XS Max\n""]","[""\n天猫超市量贩店\n""]",store.taobao.com/search.htm?user_number_id=2136152958&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b5c),iPad,detail.tmall.com/item.htm?id=597622791640&skuId=4157787497280&user_id=2258958427&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,2299.00,"[""\nHuawei/华为平板M6 10.8英寸平板电脑二合一分屏全网通话4G/WiFi安卓办公游戏学生平板"",""2019新款正品\n""]","[""\n鏖彧数码专营店\n""]",store.taobao.com/search.htm?user_number_id=2258958427&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b5d),电脑,detail.tmall.com/item.htm?id=587282529567&skuId=4330515174145&user_id=1903088865&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,1399.00,"[""\ni5/GTX1060 高配吃鸡游戏"",""主机i7DIY组装机家用办公台式全套dnf搬砖3D设计渲染电竞主播LOL网咖游戏型整机\n""]","[""\n同晶数码专营店\n""]",store.taobao.com/search.htm?user_number_id=1903088865&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b5e),手机,detail.tmall.com/item.htm?id=594539597641&skuId=4120022313164&user_id=2432146763&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,4499.00,"[""OnePlus/一加 GM1910""]","[""\n一加创华威专卖店\n""]",store.taobao.com/search.htm?user_number_id=2432146763&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b5f),iPhone,detail.tmall.com/item.htm?id=590846086252&skuId=4053272613446&user_id=1710936647&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,5188.00,"[""\n现货速发/12期分期/Apple/苹果 "","" XR全网通手机官方旗舰店全新正品国行苹果"",""xr/x/xs/max\n""]","[""\n博盛景数码专营店\n""]",store.taobao.com/search.htm?user_number_id=1710936647&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b60),iPad,detail.tmall.com/item.htm?id=566715873442&skuId=4161714036922&user_id=268451883&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,2858.00,"[""\n【12期分期】送延保/12期分期 Apple/苹果 "","" 2018新款 9.7英寸 wifi版 苹果平板电脑 air 2 3\n""]","[""\n三际数码官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=268451883&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b61),电脑,detail.tmall.com/item.htm?id=594772936295&skuId=4294157082495&user_id=3626455794&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,6099.00,"[""\n惠普暗影精灵5暗夜精灵光影精灵1660ti手提"",""笔记本2019款I5笔记本"",""游戏本\n""]","[""\nhp惠普尔卡圣专卖店\n""]",store.taobao.com/search.htm?user_number_id=3626455794&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b62),手机,detail.tmall.com/item.htm?id=521935131527&skuId=4347296067830&user_id=1776456424&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,2958.00,"[""Apple/苹果 iPhone 6s Plus""]","[""\n中国移动官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1776456424&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b63),iPhone,detail.tmall.com/item.htm?id=577249277344&skuId=3809540388092&user_id=1917047079&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,9599.00,"[""\nApple/苹果 "","" XS\n""]","[""\nApple Store 官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1917047079&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b64),iPad,detail.tmall.com/item.htm?id=596965561259&skuId=4611686615392949163&user_id=858042828&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,1999.01,"[""\n华为平板M6 8.4英寸 安卓平板电脑二合一安卓全网通4G手机正品智能超薄高清游戏2019新款平板"",""官方旗舰店\n""]","[""\n宏威科锐数码专营店\n""]",store.taobao.com/search.htm?user_number_id=858042828&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b65),电脑,detail.tmall.com/item.htm?id=592935204702&skuId=4611686611362592606&user_id=686773455&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,9599.00,"[""\n华硕（ASUS）飞行堡垒7 九代英特尔酷睿i7笔记本"",""游戏本华硕官方旗舰店官网15.6英寸手提"",""轻薄便携超薄\n""]","[""\nasus华硕官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=686773455&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b66),手机,detail.tmall.com/item.htm?id=587634209193&skuId=4322120482169&user_id=370627083&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,5999.00,"[""Samsung/三星 Galaxy S10 SM-G9730"",""超感观全视屏、超声波屏下指纹""]","[""\n三星官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=370627083&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b67),iPhone,detail.tmall.com/item.htm?id=579791278840&skuId=3854157308697&user_id=1917047079&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,6699.00,"[""\nApple/苹果 "","" XR\n""]","[""\nApple Store 官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1917047079&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b68),iPad,detail.tmall.com/item.htm?id=579193294194&skuId=4368471163941&user_id=3261336459&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,1399.00,"[""\n荣耀 荣耀平板5 10英寸12大屏智能安卓超薄吃鸡游戏2018新款pad全网通全新华为平板电脑二合一m6手机"",""10.1\n""]","[""\n荣耀港讯专卖店\n""]",store.taobao.com/search.htm?user_number_id=3261336459&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b69),电脑,detail.tmall.com/item.htm?id=594925039265&skuId=4154609121226&user_id=2656954396&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,7999.00,"[""\nDell/戴尔新G3 3590九代1660TiMQ独显144Hz窄边框外星人智控灵越游匣学生G5/G7便携i7手提设计游戏笔记本"",""\n""]","[""\ndell春鹏专卖店\n""]",store.taobao.com/search.htm?user_number_id=2656954396&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b6a),手机,detail.tmall.com/item.htm?id=565262586274&skuId=4029282759059&user_id=370627083&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,4099.00,"[""Samsung/三星 Galaxy S9+ SM-G9650/DS"",""全像素双核 双曲面玻璃""]","[""\n三星官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=370627083&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b6b),iPhone,detail.tmall.com/item.htm?id=580003475920&skuId=4187114925308&user_id=751075004&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,4858.00,"[""\n【下单送无线充 到手价4738元起】Apple/苹果"","" XR 256全网通原装4G手机128g苹果xr天翼电信官方旗舰店xs\n""]","[""\n翼天下天翼电信旗舰店\n""]",store.taobao.com/search.htm?user_number_id=751075004&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b6c),iPad,detail.tmall.com/item.htm?id=596736460243&skuId=4321762046247&user_id=3461286402&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,2299.00,"[""\n【抢原装笔套餐现货】华为M6平板电脑10.8英寸"",""新款2019大屏12安卓超薄吃鸡游戏M5全网通话手机二合一正品\n""]","[""\n蓝阳数码专营店\n""]",store.taobao.com/search.htm?user_number_id=3461286402&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b6d),电脑,detail.tmall.com/item.htm?id=590345521980&skuId=4047397629707&user_id=2838892713&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,7999.00,"[""\n【官方正品】Huawei/华为 MateBook X Pro 2019款 13.9英寸笔记本 英特尔酷睿i5 8GB+512GB集显/独显\n""]","[""\n华为官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=2838892713&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b6e),手机,detail.tmall.com/item.htm?id=572378961872&skuId=4121165955816&user_id=901409638&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,799.00,"[""OPPO A5""]","[""\nOPPO官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=901409638&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b6f),iPhone,detail.tmall.com/item.htm?id=585322790611&skuId=4338296791930&user_id=1776456424&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,4818.00,"[""\n顺丰速递 现货四仓发 "",""xr中移动Apple/苹果 "","" XR全网通手机苹果x正品国行苹果xr 12期分期\n""]","[""\n中国移动官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1776456424&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b70),iPad,detail.tmall.com/item.htm?id=579415063662&skuId=3854590081758&user_id=3015936477&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,1399.00,"[""\n华为潮牌荣耀平板5大屏高清10英寸12平板电脑pad二合一掌上游戏电脑全网通4G通话安卓手机智能超薄"",""学生m6\n""]","[""\n荣耀梵荣专卖店\n""]",store.taobao.com/search.htm?user_number_id=3015936477&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b71),电脑,detail.tmall.com/item.htm?id=598790807316&skuId=4178969272972&user_id=1114511827&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,4999.00,"[""\n华为科技潮牌荣耀MagicBook 2019 i5+8G+512G 独显MX250 冰河银14英寸 笔记本"",""轻薄游戏本\n""]","[""\n荣耀官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1114511827&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b72),手机,detail.tmall.com/item.htm?id=599438833596&skuId=4353129742730&user_id=742644724&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,6499.00,"[""HUAWEI HUAWEI Mate 20 X (5G)"",""5G，大屏""]","[""\n气樽数码专营店\n""]",store.taobao.com/search.htm?user_number_id=742644724&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b73),iPhone,detail.tmall.com/item.htm?id=580458173198&skuId=4145434156230&user_id=268451883&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,5228.00,"[""\n12期分期/现货速发/"",""xr/Apple/苹果 "","" XR 4G全网通手机官方旗舰店国行正品苹果X xr降价8p XS Max\n""]","[""\n三际数码官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=268451883&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b74),iPad,detail.tmall.com/item.htm?id=598715554025&skuId=4343874211999&user_id=2204178356631&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,1399.00,"[""\n荣耀平板5 10英寸智能安卓超薄吃鸡游戏2018新款"",""全网通全新平板电脑二合一华为m6平板电脑通话手机"",""\n""]","[""\n荣耀金博盛专卖店\n""]",store.taobao.com/search.htm?user_number_id=2204178356631&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b75),电脑,detail.tmall.com/item.htm?id=544644736754&skuId=4294736983101&user_id=686773455&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,4899.00,"[""\nAsus/华硕 灵耀S2代S4300FN 8代英特尔酷睿i5增强版轻薄便携商务办公游戏笔记本"",""超薄本14英寸男女学生本\n""]","[""\nasus华硕官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=686773455&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b76),手机,detail.tmall.com/item.htm?id=597372375502&skuId=4151915948655&user_id=1684634320&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,2199.00,"[""HUAWEI nova 5i""]","[""\n小淘器数码专营店\n""]",store.taobao.com/search.htm?user_number_id=1684634320&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b77),iPhone,detail.tmall.com/item.htm?id=577084336527&skuId=3979085283456&user_id=1917047079&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,10499.00,"[""\nApple/苹果 "","" XS Max\n""]","[""\nApple Store 官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1917047079&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b78),iPad,detail.tmall.com/item.htm?id=578094151777&skuId=3822869149535&user_id=1062583331&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,2049.00,"[""\n【30天试用】Jumper/中柏EZpad Go 平板电脑二合一windows系统PC11.6英寸2019新款超薄办公手写win10平板"",""\n""]","[""\njumper中柏旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1062583331&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b79),电脑,detail.tmall.com/item.htm?id=563177499972&skuId=4336750926493&user_id=3363123485&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,11899.00,"[""\n【暗影精灵5代】HP/惠普 暗影 光影精灵 暗影精灵5代Pro 9代处理器吃鸡游戏本暗夜精灵5代学生游戏笔记本"",""\n""]","[""\n惠普聚智汇丰专卖店\n""]",store.taobao.com/search.htm?user_number_id=3363123485&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b7a),手机,detail.tmall.com/item.htm?id=581922303297&skuId=3890531052586&user_id=809107100&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,4099.00,"[""Huawei/华为 Mate 20 X"",""7.2英寸大屏 5000mAh大电池""]","[""\n中国电信官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=809107100&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b7b),iPhone,detail.tmall.com/item.htm?id=558862700835&skuId=4360486047503&user_id=1776456424&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,4338.00,"[""\n12期分期+现货当天发！苹果8plus中移动Apple/苹果 "","" 8 Plus移动联通电信手机苹果8p国行正品\n""]","[""\n中国移动官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1776456424&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec4169344ce32384b7c),iPad,detail.tmall.com/item.htm?id=599176123226&skuId=4174225408265&user_id=1942167737&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,1299.00,"[""\n【新品首发】Teclast/台电T30八核10.1英寸全网通4G手机平板电脑笔记本pc二合一安卓吃鸡游戏平板2019"",""\n""]","[""\n台电数码旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1942167737&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec4169344ce32384b7d),电脑,detail.tmall.com/item.htm?id=591057734674&skuId=4053834796923&user_id=1714128138&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,4999.00,"[""\n小米笔记本Pro 15.6英寸2019新款 轻薄便携学生商务游戏"","" DDR4内存金属机身官方旗舰店正品独显超薄\n""]","[""\n小米官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1714128138&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec4169344ce32384b7e),手机,detail.tmall.com/item.htm?id=594349272027&skuId=4290081263608&user_id=2432146763&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,2999.00,"[""OnePlus/一加 GM1900""]","[""\n一加创华威专卖店\n""]",store.taobao.com/search.htm?user_number_id=2432146763&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec4169344ce32384b7f),iPhone,detail.tmall.com/item.htm?id=538282868333&skuId=3214993109473&user_id=1917047079&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,4499.00,"[""\nApple/苹果 "","" 7\n""]","[""\nApple Store 官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1917047079&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
ObjectId(5d5bcec5169344ce32384b80),iPad,detail.tmall.com/item.htm?id=588227165800&skuId=4168069957126&user_id=3261336459&cat_id=2&is_b=1&rn=d41e4f157e6af23587465dc8e65d5a34,img.alicdn.com/bao/uploaded/i1/2616970884/O1CN01FBBeY81IOufvM7Shg_!!2616970884.jpg,899.00,"[""\n华为荣耀2019新款荣耀平板5 8.0英寸10大屏智能安卓超薄吃鸡游戏全网通全新m6平板电脑二合一手机"",""畅玩2\n""]","[""\n荣耀港讯专卖店\n""]",store.taobao.com/search.htm?user_number_id=3261336459&rn=d41e4f157e6af23587465dc8e65d5a34&keyword=iPad
ObjectId(5d5bcec5169344ce32384b81),电脑,detail.tmall.com/item.htm?id=585051708442&skuId=3961207436236&user_id=1097280647&cat_id=2&is_b=1&rn=24eb9d81e61ff6ce9318ea1d92819449,img.alicdn.com/bao/uploaded/i3/1652528654/O1CN01MnK5Nk2Dna6cZDfka_!!1652528654.jpg,4496.00,"[""\n京天i5 9400F/RTX2060SUPER吃鸡"",""主机设计台式机组装机DIY家用发烧级电竞办公游戏高配整机网咖全套\n""]","[""\n京天华盛官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1097280647&rn=24eb9d81e61ff6ce9318ea1d92819449&keyword=电脑
ObjectId(5d5bcec5169344ce32384b82),手机,detail.tmall.com/item.htm?id=599062237750&skuId=4359828275316&user_id=263726286&cat_id=2&is_b=1&rn=71e995c7e1f9aa3c14eb858e63edfd0c,img.alicdn.com/bao/uploaded/i2/TB1dpMacCf2gK0jSZFPFj4sopXa_102306.jpg,1898.00,"[""vivo Z5""]","[""\n能良数码官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=263726286&rn=71e995c7e1f9aa3c14eb858e63edfd0c&keyword=手机
ObjectId(5d5bcec5169344ce32384b83),iPhone,detail.tmall.com/item.htm?id=538241695528&skuId=4357610334444&user_id=1776456424&cat_id=2&is_b=1&rn=098bda40c085756653cdb11c48a1c290,img.alicdn.com/bao/uploaded/i2/2616970884/O1CN01efjuGr1IOufw5J2h8_!!2616970884.jpg,3728.00,"[""\n【顺丰发货】12期分期+送壳膜 苹果7plus中移动Apple/苹果 "","" 7 Plus全网通手机"","" 7p苹果\n""]","[""\n中国移动官方旗舰店\n""]",store.taobao.com/search.htm?user_number_id=1776456424&rn=098bda40c085756653cdb11c48a1c290&keyword=iPhone
